RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract�
covidestim: COVID-19 nowcasting https://t.co/WrqpdbNmRu 2 weeks to flatten the curve? https://t.co/f4Ydg90xpr
Canadian inflation hit a new three-decade high in January, heaping more pressure on the Bank of Canada to raise int� https://t.co/vsKOIU06d2
2022-02-17 18:35:29+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'

2022-02-17 18:35:27+00:00,b'RT @EverydayIsles: BREAKING: UBS Arena will no longer require proof of the COVID-19 vaccine or a negative test for guests to enter the aren\xe2\x80\xa6'

2022-02-17 18:35:26+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"

2022-02-17 18:35:25+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:35:24+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:35:23+00:00,b'RT @Parsifaler: 1) A UNIFYING THEORY OF COVID-19 PATHOLOGY: THE SPIKE PROTEIN AS SCLEROTHERAPEUTIC\nTRANSFORMING THE VASCULATURE INTO SCAR T\xe2\x80\xa6'

2022-02-17 18:35:22+00:00,"b""Love that d\xcc\xb6i\xcc\xb6r\xcc\xb6t\xcc\xb6y\xcc\xb6 cleaner (waste)water!\n\nICYMI: @HarvardChanSPH's @j_g_allen tells @GBHNews' @jersiegel and\xe2\x80\xa6 https://t.co/CTa8iHx7M0"""

2022-02-17 18:35:22+00:00,b'RT @Top_Muppetries: @LiamKav @JonInTn1 @greenboat @AGoldsmithEsq @AndrewLazarus4 @TakethatCt @quigley_jesse @mcfunny @foofdawg @Mchael21592\xe2\x80\xa6'

2022-02-17 18:35:22+00:00,"b'\xe2\x80\x9cThere is no link between HIV or AIDS and the COVID-19 vaccines, fact-checkers say\xe2\x80\x9d. AH, HECCCKKK.  Was hoping it wasn\xe2\x80\x99t true.'"

2022-02-17 18:35:22+00:00,b'California Reinstates COVID-19 Supplemental Paid Sick Leave https://t.co/M6fAGevynb'

2022-02-17 18:35:21+00:00,"b'RT @UKCovid19Stats: England Daily Coronavirus (COVID-19) Report \xc2\xb7 Thursday 17th February.\n\n40,376 new cases (people positive) reported, giv\xe2\x80\xa6'"

2022-02-17 18:35:20+00:00,b'RT @tylerwatt90: Min. Lecce announcing $35 million in funding after recently cutting $500 million from education. This is a classic Ford go\xe2\x80\xa6'

2022-02-17 18:35:19+00:00,b'RT @PublicHealthON: The COVID-19 vaccine approved by Health Canada for children aged five to 11 is safe and effective. Learn more about chi\xe2\x80\xa6'

2022-02-17 18:35:18+00:00,"b'Study mostly of white men, but likely true for everyone. \xe2\x80\x9cHeart inflammation after COVID-19 shots higher than expec\xe2\x80\xa6 https://t.co/D4SOMYnpWf'"

2022-02-17 18:35:18+00:00,"b'RT @GarnettGenuis: The federal mandates are not based on science. In response to a question from @DeanAllisonMP, Liberals admit that ""The P\xe2\x80\xa6'"

2022-02-17 18:35:17+00:00,b'RT @Patriotgirl0000: Did I read this right?\n\n\xe2\x80\x9cunvaccinated truckers bringing COVID-19 vaccines and medical devices into Canada exempt from\xe2\x80\xa6'

2022-02-17 18:35:17+00:00,b'RT @twpiggott: The same measures that slowed COVID-19 decimated influenza transmission. Zero influenza deaths in 3 years. We need to stay h\xe2\x80\xa6'

2022-02-17 18:35:16+00:00,"b""@Estelle03206568 @phyz_Buni @NHSuk @UKHSA Covid-19 isn't the Spanish Flu though lol? The vaccine is effective hence\xe2\x80\xa6 https://t.co/qjI3W3Zdbu"""

2022-02-17 18:35:16+00:00,"b""\xe2\x96\x88\xe2\x96\x88\xe2\x96\x88\xe2\x96\x92\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91 16.8%\n\nOf Africa's population has received at least one COVID-19 vaccine dose.\n\nOn 16 Feb, 1,0\xe2\x80\xa6 https://t.co/g7rrKyAWYk"""

2022-02-17 18:35:15+00:00,"b'As this technical advisory group considers a COVID-19 vaccine requirement for schools, weighing the mandate against\xe2\x80\xa6 https://t.co/0HsUjVaWGQ'"

2022-02-17 18:35:15+00:00,"b'As COVID-19 Cases Decline, Douglas County Shifts Focus to Rising Needs in Mental\xc2\xa0Health https://t.co/1ezX8WRFe0'"

2022-02-17 18:35:13+00:00,"b""RT @sdtiwari: Complaint filed against Arvind Kejriwal on Kumar Vishwas's statement.\nA Delhi-based lawyer on Thursday filed a complaint with\xe2\x80\xa6"""

2022-02-17 18:35:13+00:00,"b'RT @MassDPH: TODAY (2/17): In #NewBedford, visit a mobile COVID vaccination clinic at the William Taylor School, 71 Portland St., 3pm-6pm.\xe2\x80\xa6'"

2022-02-17 18:35:13+00:00,b'RT @nypost: The at-home hack that helps face masks fight COVID-19 better https://t.co/3sjcuGn5w0 https://t.co/dBidatkvgs'

2022-02-17 18:35:12+00:00,b'RT @ajacquitaylor: 2) A document just released by the U.S. Food and Drug Administration (FDA) openly admits that the infamous PCR test for\xe2\x80\xa6'

2022-02-17 18:35:10+00:00,b'RT @news18dotcom: BTS: Kim Taehyung aka V shares first post since testing Covid-19 positive; gives ARMY health update.\n\n#bts #KimTaehuyng #\xe2\x80\xa6'

2022-02-17 18:35:10+00:00,"b""RT @crystalmundypsy: #BCPoli #ABLeg #BCEd #ABEd \n\n13-year-old dies from COVID-19, her mother's plea to the community https://t.co/uRSO0lN64O"""

2022-02-17 18:35:10+00:00,"b'RT @inquirerdotnet: The use of face masks may hopefully be gone by the end of this year, according to the DOH, if coronavirus cases in the\xe2\x80\xa6'"

2022-02-17 18:35:08+00:00,b'COVID-19 Update https://t.co/FOGjHHaQ50 https://t.co/EzZ4KeKcaC'

2022-02-17 18:35:08+00:00,"b'RT @Soul_doctor1: Song dedicated to the Virgin Mary, to win against covid-19.  Friar ALESSANDRO   https://t.co/h2txVHO4ce https://t.co/DzRo\xe2\x80\xa6'"

2022-02-17 18:35:07+00:00,"b""RT @dgurdasani1: Your own documentation shows that 67% of these deaths were *from* not *with COVID-19* in the 5th wk- that's a *huge* numbe\xe2\x80\xa6"""

2022-02-17 18:35:05+00:00,b'Rossland responds to PHO relaxing of COVID-19 restrictions https://t.co/KP20UneAHE'

2022-02-17 18:35:04+00:00,"b""RT @dgurdasani1: Your own documentation shows that 67% of these deaths were *from* not *with COVID-19* in the 5th wk- that's a *huge* numbe\xe2\x80\xa6"""

2022-02-17 18:35:04+00:00,"b'RT @KasiitaMark: Happening Now:- The ED @ACODE_Uganda\nDr Arthur Bainomugisha, ""Our economy is not doing well as a result of the COVID-19 pa\xe2\x80\xa6'"

2022-02-17 18:35:03+00:00,"b'COVID-19 ICU hospitalizations drop below 300 for the first time since early November, #IDPH figures show. https://t.co/ymCpML8uCc'"

2022-02-17 18:35:03+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"

2022-02-17 18:35:03+00:00,b'RT @statsjamie: \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 Weekly update - Between 54% and 57% of patients in English hospitals with Covid-19 are not in hospital primarily because\xe2\x80\xa6'

2022-02-17 18:35:02+00:00,b'How have #ComplexCare business models been reshaped by the pandemic &amp; calls to address racial disparities in health\xe2\x80\xa6 https://t.co/S1jvTYgWMg'

2022-02-17 18:35:02+00:00,"b'RT @MSNBC: ""The death toll is still at its second-highest point ever \xe2\x80\x94 2,400 people dying in the U.S. everyday,"" @AriMelber says on the cur\xe2\x80\xa6'"

2022-02-17 18:35:02+00:00,"b'Indigenous Services Canada COVID-19 update - Week of February 17, 2022\nhttps://t.co/N3SChE1HVN'"

2022-02-17 18:35:01+00:00,b'California Reinstates COVID-19 Supplemental Paid Sick Leave https://t.co/Ch8UsilwPV | by @NandDLaw'

2022-02-17 18:35:01+00:00,b'@jacktorrance182 @MrBinary6 @ValueAnalyst1 Musk certainly made the rescue sub for those kids trapped in Thailand an\xe2\x80\xa6 https://t.co/JMojUSqnja'

2022-02-17 18:35:01+00:00,"b'RT @OttawaHealth: Kids Vaccine Hero Day at our vaccine clinics is back! Visit us at one of 3 locations across Ottawa, on Feb 19, with your\xe2\x80\xa6'"

2022-02-17 18:35:00+00:00,b'Health Canada has authorized the use of the Novavax vaccine in Canada. The two-dose vaccine showed 90 per cent effe\xe2\x80\xa6 https://t.co/yRnBxi2zDP'

2022-02-17 18:35:00+00:00,"b'""There is no link between HIV or AIDS and the COVID-19 vaccines, fact-checkers say"" which means there most likely i\xe2\x80\xa6 https://t.co/7WgJEZFLDy'"

2022-02-17 18:35:00+00:00,"b'Jacques Jocksawn is now on the COVID-19 list.\nTo fill his roster spot, Tex Steeldome will return to the roster desp\xe2\x80\xa6 https://t.co/1vle5RdxRz'"

2022-02-17 18:35:00+00:00,b'Here is @nytimes piece on our newest paper published yesterday in @bmj_latest \n\n Risk of mental health outcomes in\xe2\x80\xa6 https://t.co/euOh3Gsa7l'

2022-02-17 18:34:59+00:00,b'RT @SouthernU_BR: SU is the first stop for Green Enterprise\xe2\x80\x99s College to Career initiative tour. The inaugural event is Feb. 18-19 at the @\xe2\x80\xa6'

2022-02-17 18:34:58+00:00,"b'RT @ROWPublicHealth: The Beechwood vaccination clinic will be accepting walk-ins on Sunday, February 20th. Pediatric doses are available. T\xe2\x80\xa6'"

2022-02-17 18:34:57+00:00,b'RT @suevisa: Fraud Alert: COVID-19 Scams https://t.co/Q1mgeQHDhL'

2022-02-17 18:34:57+00:00,"b'For the latest government updates around covid, check out the MoH page! \nhttps://t.co/iwKpe1dtsf https://t.co/awvxnlkV5m'"

2022-02-17 18:34:55+00:00,"b""RT @AP: A showdown appears to be shaping up in Ottawa\xe2\x80\x99s nearly three-week siege by truckers protesting the country's COVID-19 restrictions\xe2\x80\xa6"""

2022-02-17 18:34:55+00:00,b'RT @cosminDZS: The BC government just announced that it will continue its discriminatory vaccine passport program despite the fact that bot\xe2\x80\xa6'

2022-02-17 18:34:54+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"

2022-02-17 18:34:53+00:00,b'More European countries have announced further easing of Covid-19 restrictions. #CoronavirusUpdates \nhttps://t.co/I9cCFtPexO'

2022-02-17 18:34:51+00:00,"b'Newfoundland &amp; Labrador Premier Andrew Furey has come into contact with a positive COVID-19 case, he is isolating a\xe2\x80\xa6 https://t.co/xQjjWla94j'"

2022-02-17 18:34:49+00:00,b'RT @gelliottmorris: The results can be seen here. 71% of Americans think \xe2\x80\x9cparents should be required\xe2\x80\x9d to have their kids vaccinated against\xe2\x80\xa6'

2022-02-17 18:34:48+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'

2022-02-17 18:34:48+00:00,"b'RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report \xc2\xb7 Thursday 17th February.\n\n51,899 new cases (people positive) report\xe2\x80\xa6'"

2022-02-17 18:34:47+00:00,b'RT @TheBossMom78: I have 2 children ages 13 &amp; 10. I declined the HPV vaccine for my 13 yr old. Neither one will ever get a Covid-19 \xf0\x9f\x92\x89 or fl\xe2\x80\xa6'

2022-02-17 18:34:47+00:00,b'RT @CambMA: DYK every home in the U.S. is eligible to order 4 free at-\xe2\x81\xa0home COVID-\xe2\x81\xa019 tests. The tests are completely free and provided by\xe2\x80\xa6'

2022-02-17 18:34:47+00:00,b'Higher levels of #antiphospholipid #autoantibodies in #COVID19patients have the potential to trigger #BloodClots in\xe2\x80\xa6 https://t.co/gR2zNj6oyG'

2022-02-17 18:34:46+00:00,b'What is the impact of mandatory vaccination policy for healthcare workers? New editorial by @LouiseSavic &amp;\xe2\x80\xa6 https://t.co/hgs9koIyuf'

2022-02-17 18:34:44+00:00,b'Did you know #floridaman is not always a man?\n\nhttps://t.co/YGaYij7oPk'

2022-02-17 18:34:44+00:00,"b'RT @NZMorningReport: ""That\'s just another form of control. They\'re trying to make us do something in their favour.""\n\nProtesters outside Par\xe2\x80\xa6'"

2022-02-17 18:34:44+00:00,"b'RT @LexFromWavy: After sitting out a season due to COVID-19, the King\xe2\x80\x99s Fork Girls Basketball team is pushing toward a state championship r\xe2\x80\xa6'"

2022-02-17 18:34:42+00:00,b'Teleperformance growth to slow in 2022 as COVID contracts ease https://t.co/fbYNNO78n7 via FXEmpire #forex #fx'

2022-02-17 18:34:41+00:00,b'RT @billboard: Yeonjun of K-pop group TOMORROW x TOGETHER has tested positive for COVID-19.  https://t.co/OjCI9RNVrs'

2022-02-17 18:34:39+00:00,"b'RT @AP: Police have poured into downtown Ottawa, where protests against COVID-19 measures have clogged the streets for nearly three weeks.\xe2\x80\xa6'"

2022-02-17 18:34:38+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:34:38+00:00,b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\xf0\x9f\x91\x8d Novavax COVID-19 vaccine approved for use in Canadian adults.\nhttps://t.co/muS4YD2iyC'

2022-02-17 18:34:37+00:00,b'Coronavirus Crisis: Unvaccinated Adults 97 Times More Likely to Die from COVID-19 Than Boosted Adults - FactCheck\xe2\x80\xa6 https://t.co/8XPE1xF2jk'

2022-02-17 18:34:37+00:00,"b""RT @RepAndyBiggsAZ: COVID-19 uncovered the true freedom-fighters and freedom-takers in our world. \n\nDon't ever forget their names."""

2022-02-17 18:34:36+00:00,b'RT @uniceferitrea: Reaching the Unreached: 120 health facilities equipped with offline android-based digital App created by Youth Innovator\xe2\x80\xa6'

2022-02-17 18:34:36+00:00,b'wondering how many thesis this year gonna be covid 19 hospitals \xf0\x9f\x92\x80'

2022-02-17 18:34:36+00:00,"b""RT @Newsweek: Canadian police are pouring into downtown Ottawa to start cracking down on the truckers who have been occupying the city's st\xe2\x80\xa6"""

2022-02-17 18:34:35+00:00,"b'RT @MatteaMerta: ""I am announcing that as of today all the restrictive measures imposed by COVID-19 are suspended,"" President of the Domini\xe2\x80\xa6'"

2022-02-17 18:34:35+00:00,b'Rossland responds to PHO relaxing of COVID-19 restrictions https://t.co/UBaKPD5kaY'

2022-02-17 18:34:34+00:00,b'RT @ReutersLegal: A U.S. appeals court ordered a new review of a decision by a judge not to block United Airlines from enforcing a COVID-19\xe2\x80\xa6'

2022-02-17 18:34:34+00:00,"b'RT @translatingTXT: \xf0\x9f\x92\x9b: yeonjun, are you okay?\n\n\xf0\x9f\xa6\x8a: of course ha\n\xf0\x9f\xa6\x8a: it\xe2\x80\x99s because i\xe2\x80\x99m stronger (than covid-19) \n\n@TXT_members @TXT_bighit \n#YE\xe2\x80\xa6'"

2022-02-17 18:34:34+00:00,b'Newsom To Unveil Next Steps Of California\xe2\x80\x99s COVID Response As State Shifts Focus To \xe2\x80\x98Endemic Phase\xe2\x80\x99\xe2\x80\xa6 https://t.co/P7KZAZyn6l'

2022-02-17 18:34:33+00:00,b'@bridoc @aced00 @BeKindRespect1 @smc101819 @tamsterstpaul @DJWolter 150 studies and counting on how effective natur\xe2\x80\xa6 https://t.co/LO9F29CuIP'

2022-02-17 18:34:33+00:00,b'RT @SusanKay_1: Covid 19 Jab Billboards of Truth | Flyover Conservatives https://t.co/7uZ6mXnfCa'

2022-02-17 18:34:33+00:00,b'#Rossland responds to PHO relaxing of COVID-19 restrictions https://t.co/ZtVBnkanxq'

2022-02-17 18:34:33+00:00,b'\xe2\x80\x98Yellowstone\xe2\x80\x99 actor won\xe2\x80\x99t attend awards ceremony over COVID-19 rules https://t.co/YnvIkrCEGQ'

2022-02-17 18:34:32+00:00,b'RT @AnnieCafer: Proud moment! Jasmine Nguyen flexing on our work related to COVID-19 in the #rural Deep South. #SRSA2022NOLA @UnivMSResearc\xe2\x80\xa6'

2022-02-17 18:34:31+00:00,"b'@ReutersFacts wow, must be true.... only truth is fact checked \nHIV COVID-19'"

2022-02-17 18:34:31+00:00,"b""@stormcmage To confirm, have you heard back from your appeal? If you haven't yet, we recommend waiting for the upda\xe2\x80\xa6 https://t.co/WPzWvygnpA"""

2022-02-17 18:34:30+00:00,b'RT @fibke: PS: All the charts referred to in this thread are updated daily at https://t.co/wvtoUn466i - a website devoted to highlighting t\xe2\x80\xa6'

2022-02-17 18:34:29+00:00,b'The same measures that slowed COVID-19 decimated influenza transmission. Zero influenza deaths in 3 years. We need\xe2\x80\xa6 https://t.co/gXEz86idYZ'

2022-02-17 18:34:29+00:00,b'RT @HouseofLloydMo1: NHS in Crisis: COVID 19 Vaccines A Duty of Care and why Doctors are leaving the NHS https://t.co/evqP3B3PQJ via @ukcol\xe2\x80\xa6'

2022-02-17 18:34:28+00:00,b'RT @EssexPR: Vaccinate the vulnerable turned into vaccinate anything that moves.\nIt was either the plan from the off and they lied or they\xe2\x80\xa6'

2022-02-17 18:34:26+00:00,"b'@CBSMornings \xe2\x80\x98Health nightmare\xe2\x80\x99 \n""peer-reviewed study by Stanford Univ. researchers finds the spike protein created\xe2\x80\xa6 https://t.co/HU2uHNKJxt'"

2022-02-17 18:34:25+00:00,"b'RT @TeamOverhaulGA: \xe2\x80\x9cIf any working-class has inspired the American people, it has been truckers against COVID-19 mandates in Canada. Lucki\xe2\x80\xa6'"

2022-02-17 18:34:24+00:00,"b'RT @ABC: Hong Kong recorded another record daily high of new COVID-19 cases, as the city battles its worst outbreak since the pandemic bega\xe2\x80\xa6'"

2022-02-17 18:34:24+00:00,b'The age of therapeutics is here https://t.co/dsST7FHOMF'

2022-02-17 18:34:23+00:00,b'RT @TimesLIVE: It has cost taxpayers R45bn to pay out the R350 social relief of distress grant to about 10.5-million South Africans affecte\xe2\x80\xa6'

2022-02-17 18:34:20+00:00,"b'RT @nwherald: For the first time since November 8, Illinois has fewer than 300 COVID-19 patients in the ICU https://t.co/09dkL1jH4J'"

2022-02-17 18:34:19+00:00,"b'Sajid Javid: Support for 500,000 Immunocompromised People for whom Covid-19 remains a significant risk - Sign the P\xe2\x80\xa6 https://t.co/1wPNs89hup'"

2022-02-17 18:34:19+00:00,b'RT @Karenlovecheese: Has Chris Whitty been kidnapped?\n\nAsking for a desperate NHS.\n\n#Covid_19'

2022-02-17 18:34:19+00:00,"b'RT @David__Osland: Matt Hancock, MP for Newmarket, gave Jockey Club director Dido Harding a huge Covid-19 testing contract. She subcontract\xe2\x80\xa6'"

2022-02-17 18:34:18+00:00,"b""Novavax's COVID-19 vaccine has been approved for use in Canadians age\xc2\xa018\xc2\xa0and older by Health Canada...\n\nhttps://t.co/FjN17JpOXQ"""

2022-02-17 18:34:18+00:00,"b""RT @hicksyalex: @Whisker12899908 Petition: Don't offer covid-19 vaccine to 5-11 year olds until phase 3 trials complete https://t.co/aeZTOb\xe2\x80\xa6"""

2022-02-17 18:34:16+00:00,"b'RT @CumbriaCC: In the week ending Friday 11 February, there were 2,278 new cases in Cumbria - a decrease of 833 or 27% from 3,111 new cases\xe2\x80\xa6'"
