a,tweets
2022-02-19 14:00:55+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 14:00:53+00:00,b'Sen. Roger Wicker announces he tested positive for COVID-19 a second\xc2\xa0time https://t.co/IznQTzO3Po'

2022-02-19 14:00:53+00:00,"b'RT @BNODesk: Biden extends national emergency for COVID-19, says the pandemic continues to cause significant risk to public health and safe\xe2\x80\xa6'"

2022-02-19 14:00:53+00:00,"b'#ICYMI: Exercise May Enhance the Effects of a #COVID-19 or #Flu #Vaccine: A 90-minute walk, jog, or bike ride after\xe2\x80\xa6 https://t.co/i139A1I9LD'"

2022-02-19 14:00:52+00:00,b'RT @AllyR_8: @AnneofKingston @MichaelVSmith7 @RealCandaceO So did the Canadian Teamsters\nhttps://t.co/plgZDW3Ns5'

2022-02-19 14:00:52+00:00,b'Today\xe2\x80\x99s the day! Drive up or walk up to Henderson Formey Wings Elementary Alternative Learning Center from 10 am to\xe2\x80\xa6 https://t.co/JWg7SypTnM'

2022-02-19 14:00:52+00:00,"b'Free COVID-19 vax clinic 10 am-4 pm Sun Feb 20 at Lukancic MS. \n\xe2\x97\x8fPediatric Pfizer 2nd dose\n\xe2\x97\x8fAdult Pfizer 2nd dose,\xe2\x80\xa6 https://t.co/ZLGaGuGrIZ'"

2022-02-19 14:00:51+00:00,"b""RT @CNN: The antiparasitic drug ivermectin doesn't prevent severe disease from Covid-19 any more effectively than symptom management and cl\xe2\x80\xa6"""

2022-02-19 14:00:49+00:00,"b'With Possibility of Protests Looming, Joe Biden Extends U.S. COVID-19 National Security Declaration to Retain Addit\xe2\x80\xa6 https://t.co/gY54ERS0iX'"

2022-02-19 14:00:48+00:00,b'Gujarat reports 486 fresh cases of covid-19 in a day https://t.co/4lp3KxrMHN'

2022-02-19 14:00:48+00:00,"b'RT @Sean_Shinil_Kim: In Australia, to date, in total, 220 have died from Covid-19 as the sole cause of death, while 765 have died from vacc\xe2\x80\xa6'"

2022-02-19 14:00:47+00:00,"b'RT @mfaboston: Effective Saturday, February 19, proof of COVID-19 vaccination is no longer required for entry into the Museum, in accordanc\xe2\x80\xa6'"

2022-02-19 14:00:47+00:00,"b""\xf0\x9f\xa5\xb316 or over? You're eligible for your #booster vaccine!\n\n\xe2\x9c\x85If it has been 3 months since your 2nd dose, you can go t\xe2\x80\xa6 https://t.co/l9m5k21O4l"""

2022-02-19 14:00:47+00:00,"b'Austria loosens its COVID-19 restrictions today, doing away with ""Green pass"" requirements for entry into businesse\xe2\x80\xa6 https://t.co/a5KsmbONB3'"

2022-02-19 14:00:45+00:00,"b'RT @talkRADIO: Children aged five to 11 in England are to be offered a Covid-19 vaccine, the government has announced.\n\nIs this appropriate?'"

2022-02-19 14:00:45+00:00,"b""B.C.'s Ministry of Health attributed five more deaths to COVID-19 in its final pandemic update of the week on Frida\xe2\x80\xa6 https://t.co/WNpERWLPut"""

2022-02-19 14:00:45+00:00,"b'RT @albertaNDP: CALGARY HERALD: \xe2\x80\x9cThe severe impact of COVID-19 on our doctors, nurses, or other frontline health care professionals is a si\xe2\x80\xa6'"

2022-02-19 14:00:45+00:00,"b'RT @SabiVM: Deep dive on Novavax, which was just approved in Canada as another potential Covid-19 vaccination (1/7) https://t.co/nuoAAQ8Ta2'"

2022-02-19 14:00:45+00:00,"b'RT @NAChristakis: In this randomized trial of 490 high-risk patients with mild-to-moderate COVID-19, ivermectin treatment during early illn\xe2\x80\xa6'"

2022-02-19 14:00:45+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 14:00:43+00:00,"b'RT @BBEnt_dkb2: [NEWS]\n\nUnfortunately, Harry-June has tested positive for Covid-19. He will begin to self-isolate, while the other members\xe2\x80\xa6'"

2022-02-19 14:00:43+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 14:00:43+00:00,"b'RT @RebelNews_CA: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trudeau\xe2\x80\xa6'"

2022-02-19 14:00:42+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 14:00:42+00:00,"b""RT @plymouthian: 'If Pfizer and the FDA refuse to release all data on the Covid-19 'vaccine' clinical trials, then he will assume that frau\xe2\x80\xa6"""

2022-02-19 14:00:42+00:00,b'@thierrybaudet \xe2\x80\x9cEither coincidental or deliberate distraction from the real cause.\xe2\x80\x9d \xe2\x80\x94\xe2\x80\x94&gt; COVID-19 ( some people call it just a flu)'

2022-02-19 14:00:41+00:00,b'Preventive measures to be followed while conducting HSLC / HSSLC examination 2022 to prevent the spread of Covid-19\xe2\x80\xa6 https://t.co/xkUxooD735'

2022-02-19 14:00:41+00:00,b'Are you:\n\xe2\x9c\x85Partially vaccinated?\n\xe2\x9c\x85Unvaccinated?\n\xe2\x9c\x85A Philly resident?\n\xe2\x9c\x85Over the age of 5?\n\nNow\xe2\x80\x99s your chance to become\xe2\x80\xa6 https://t.co/QSH21BdJTe'

2022-02-19 14:00:39+00:00,"b'RT @CBSNews: Hong Kong\'s Chief Executive announced that the city is ""planning very seriously"" to implement universal testing that would req\xe2\x80\xa6'"

2022-02-19 14:00:38+00:00,b'RT @NHSAbility: Reminder!  If you or your child are aged 12-17 years you can book your #Coronavirus #Vaccines. You can book online at https\xe2\x80\xa6'

2022-02-19 14:00:37+00:00,b'RT @christicash11: Biden\xe2\x80\x99s Bounty on Your Life: Hospitals\xe2\x80\x99 Incentive Payments for COVID-19 - AAPS | Association of American Physicians and\xe2\x80\xa6'

2022-02-19 14:00:37+00:00,"b""RT @FRANCE24: Covid-19 in Africa: 'The doses are here, but vaccine hesitancy remains high' https://t.co/PBOAGy7QfJ https://t.co/3yFGTTOmzH"""

2022-02-19 14:00:35+00:00,"b'""The UC Health Pharmacy Team joined together &amp; administered over 100,000 vaccines in 2020 when COVID-19 was affecti\xe2\x80\xa6 https://t.co/4NYcnFLIc7'"

2022-02-19 14:00:35+00:00,"b'Great historical footnote dug up by @thenighttrain on the Joe Louis Open, a tournament for Black golfers held at Ra\xe2\x80\xa6 https://t.co/0cRf3RXSyo'"

2022-02-19 14:00:35+00:00,"b""RT @fightingpride93: I'm a black trans woman with no income due to covid-19. #transcrowdfund\n\nTo support myself, I set up a patreon where y\xe2\x80\xa6"""

2022-02-19 14:00:34+00:00,"b'RT @K_G_Andersen: Here\'s a look just at deaths.\n\nGreen = ""with"" COVID-19 (increasing)\nMagenta = ""from"" COVID-19 (increasing)\n\nMore about th\xe2\x80\xa6'"

2022-02-19 14:00:34+00:00,b'RT @seacaptim: Clinical and autopsy investigation of two teenage boys who died shortly following administration of the second Pfizer-BioNTe\xe2\x80\xa6'

2022-02-19 14:00:34+00:00,b'Adams Township\xe2\x80\x99s Easter egg hunt will return in April after a hiatus due to COVID-19.\n\nRead more:\xe2\x80\xa6 https://t.co/ZMxbaR6Bma'

2022-02-19 14:00:33+00:00,b'Covid-19 has thrown a wrench into what was already a shaky mental healthcare system. Easier online access to servic\xe2\x80\xa6 https://t.co/wDs2BOTIGz'

2022-02-19 14:00:33+00:00,"b""I just signed @JustTreatment's letter to the Chair of the COVID-19 Inquiry, demanding that the inquiry looks at gov\xe2\x80\xa6 https://t.co/yksKYbEaFU"""

2022-02-19 14:00:33+00:00,b'RT @EllaWeggen: Reboot biomedical R&amp;D in the global public interest\nInequitable access to the fruits of research during the COVID-19 pandem\xe2\x80\xa6'

2022-02-19 14:00:32+00:00,"b""Australia's homegrown Covid-19 vaccine has been abandoned. Researchers knew there was a risk it would show false po\xe2\x80\xa6 https://t.co/yhYDPTGO2E"""

2022-02-19 14:00:32+00:00,"b""RT @soompi: #DKB's #HarryJune Tests Positive For COVID-19\nhttps://t.co/7POUKxeSR5 https://t.co/Vdx02Q1RxB"""

2022-02-19 14:00:32+00:00,b'Developer of COVID-19 Tests Taps Seasoned Biotech Lawyer as General Counsel https://t.co/ovIskPf5XM'

2022-02-19 14:00:31+00:00,b'RT @PolitiFact: A non-peer-reviewed working paper by economists affiliated with Johns Hopkins University found that lockdowns barely reduce\xe2\x80\xa6'

2022-02-19 14:00:30+00:00,b'The weekend is a great time to get your COVID-19 vaccine! Get vaccinated today at @SLCL - Rock Road. \n\nReminder:\n\xe2\x9c\x85\xe2\x80\xa6 https://t.co/lV1fKBzG74'

2022-02-19 14:00:30+00:00,"b'RT @NME: ""The virus got nothing on me,"" TXT\'s Yeonjun told fans of COVID-19 https://t.co/TM2h62JYWt'"

2022-02-19 14:00:30+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 14:00:29+00:00,b'Drive-thru COVID-19 vaccinations (Pfizer only) available today at Southwest Tennessee Community College Whitehaven\xe2\x80\xa6 https://t.co/f5heM4dvv3'

2022-02-19 14:00:29+00:00,b'The effects of COVID-19 can linger for months. Protect yourself and get vaccinated today. https://t.co/CFM5Z3806w'

2022-02-19 14:00:28+00:00,"b'""Throughout the COVID-19 pandemic, Canadian households expanded their mortgage liabilities at the fastest pace in n\xe2\x80\xa6 https://t.co/6p8vICVKHw'"

2022-02-19 14:00:28+00:00,"b""@GOP You mean like when Trump praised China 15 times for it's handling of covid-19, just so he could secure the Chi\xe2\x80\xa6 https://t.co/gnr6dDFylm"""

2022-02-19 14:00:28+00:00,"b'Durham 6th-grader, rap artist provides answers about COVID-19 vaccine for kids through new video and song.\xe2\x80\xa6 https://t.co/vhNNid9Rzi'"

2022-02-19 14:00:28+00:00,"b""Does Ep waiting for soon midzy to watch of Vlive soon on April because move in date that's happen about 2 positive\xe2\x80\xa6 https://t.co/Kv0RJtTtIu"""

2022-02-19 14:00:27+00:00,b'RT @DowdEdward: Scott\xe2\x80\x99s latest opinion\xe2\x80\xa6read between the lines. $PFE Board member. \n\nAmerica Needs to Change How It Thinks About COVID-19 Ri\xe2\x80\xa6'

2022-02-19 14:00:26+00:00,b'RT @WSJ: New York has become the latest state to delay a mandate for healthcare workers to receive Covid-19 vaccine boosters after warnings\xe2\x80\xa6'

2022-02-19 14:00:26+00:00,b'The decision comes as Utah closes many of its COVID-19 test sites and discontinues daily data releases about the vi\xe2\x80\xa6 https://t.co/HYhbiLHDFU'

2022-02-19 14:00:25+00:00,b'FRIDAY ABSENCES: CCSD teachers and staff were out sick in big numbers Friday going into Presidents Day weekend -- a\xe2\x80\xa6 https://t.co/LtVMKKmp3C'

2022-02-19 14:00:25+00:00,"b'As healthcare facilities continue experiencing extremely high volumes, we remind everyone of when to visit an Emerg\xe2\x80\xa6 https://t.co/1HmLUgRI2I'"

2022-02-19 14:00:24+00:00,b'Three 88th Medical Group teams are being mobilized in response to spiking COVID-19 cases across the country.  The W\xe2\x80\xa6 https://t.co/mZczLdMpCP'

2022-02-19 14:00:23+00:00,"b'As healthcare facilities continue experiencing extremely high volumes, we remind everyone of when to visit an Emerg\xe2\x80\xa6 https://t.co/7bCps2kMpu'"

2022-02-19 14:00:23+00:00,"b""Vaccinations are safe, effective + the best way to stop the spread of COVID-19 + keep our schools open. That's why\xe2\x80\xa6 https://t.co/MPLppeE1fz"""

2022-02-19 14:00:23+00:00,"b'RT @ris_law: ""Nothing about us without us."" Our clients @perry_fleur and @Doug_Paulley are crowdfunding for urgent legal advice on the govt\xe2\x80\xa6'"

2022-02-19 14:00:22+00:00,"b'RT @cancivlib: Today, we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation\xe2\x80\xa6'"

2022-02-19 14:00:22+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 14:00:21+00:00,b'New COVID-19 Data at 2022-02-19 09:00:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/GXI9jzttRA'

2022-02-19 14:00:20+00:00,"b'RT @ABC: Tennessee family shares memories of their 7-year-old daughter, who died less than 72 hours after testing positive for COVID-19. ht\xe2\x80\xa6'"

2022-02-19 14:00:19+00:00,b'Get all your #HoustonHealth headlines in one place by subscribing to HealthScope: https://t.co/Vs65YLZ6dP and read\xe2\x80\xa6 https://t.co/ThyYsnoVpm'

2022-02-19 14:00:19+00:00,"b""Just had my mum's memorial service, nearly 2 years after she died of Covid-19. It was a lovely service. Lots of her\xe2\x80\xa6 https://t.co/9vJYQ8whuT"""

2022-02-19 14:00:19+00:00,b'Ontario COVID-19 case data for today (February 19 2022): \n2244 new cases \n2623 recoveries \n10 deaths \n22024 active\xe2\x80\xa6 https://t.co/TA9FM0U1IG'

2022-02-19 14:00:18+00:00,"b""MyLeukemiaTeam members who have been vaccinated are eagerly sharing their hopes and plans. See how they're anticipa\xe2\x80\xa6 https://t.co/Oil6VeTz7v"""

2022-02-19 14:00:17+00:00,"b'RT @TheLastRefuge2: With Possibility of Protests Looming, Joe Biden Extends U.S. COVID-19 National Security Declaration to Retain Additiona\xe2\x80\xa6'"

2022-02-19 14:00:17+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 14:00:17+00:00,"b""\xe2\x80\x9cThe WHO is unlikely to ever provide a strong recommendation for a monoclonal antibody,\xe2\x80\x9d says McMaster's Gordon Guy\xe2\x80\xa6 https://t.co/tP5htfhdlm"""

2022-02-19 14:00:13+00:00,"b'RT @SabiVM: Deep dive on Novavax, which was just approved in Canada as another potential Covid-19 vaccination (1/7) https://t.co/nuoAAQ8Ta2'"

2022-02-19 14:00:13+00:00,b'RT @CWPT_NHS: Trying to book your COVID-19 booster vaccine appointment? Keep checking availability at https://t.co/D1M0iKQoz5 or by calling\xe2\x80\xa6'

2022-02-19 14:00:12+00:00,"b""If I don't want my elementary school-age kids to get COVID-19, what's the best way to protect them? What about mask\xe2\x80\xa6 https://t.co/UBo0ZYF0iw"""

2022-02-19 14:00:12+00:00,"b'RT @MOH_Kenya: COVID-19 UPDATE: 29 people have tested positive for the disease, from a sample size of 5,547 tested in the last 24 hours.\nTh\xe2\x80\xa6'"

2022-02-19 14:00:12+00:00,"b'@jhoperich @loudlong @RepThomasMassie ""Dr. Anthony Fauci said last week that, since all hospital admissions are tes\xe2\x80\xa6 https://t.co/YHkLwag8w0'"

2022-02-19 14:00:12+00:00,"b'RT @thehill: Bill Gates says risk of severe COVID-19 have reduced, warns of another pandemic caused by another pathogen https://t.co/CfmZSh\xe2\x80\xa6'"

2022-02-19 14:00:11+00:00,b'RT @DawnButlerBrent: I\xe2\x80\x99ve written to the Prime Minister outlining my concerns regarding the plan to mark the Queen\xe2\x80\x99s 70-year reign by sendi\xe2\x80\xa6'

2022-02-19 14:00:10+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 14:00:10+00:00,"b""Austin family files wrongful death lawsuit against nursing home for woman's COVID-19 death https://t.co/sWdpUDm2IP"""

2022-02-19 14:00:09+00:00,"b'RT @AnaCabrera: NEW: Ivermectin doesn\xe2\x80\x99t prevent severe disease from Covid-19 any more effectively than a placebo, according to a new study\xe2\x80\xa6'"

2022-02-19 14:00:09+00:00,b'Every home in the U.S. is eligible to order 4 free at-\xe2\x81\xa0home COVID-\xe2\x81\xa019 tests. Order your tests now so you have them\xe2\x80\xa6 https://t.co/QLh9lPjZAl'

2022-02-19 14:00:09+00:00,"b'As a foundation, we will continue to do our best to provide you with reliable and up-to-date information. Check our\xe2\x80\xa6 https://t.co/zYkpU5p800'"

2022-02-19 14:00:08+00:00,"b'A few years before he died from COVID-19, Ted Walinski asked his sister what he should do with his money. \n\n https://t.co/99RST94OEO'"

2022-02-19 14:00:08+00:00,b'How much of this is because Maryland is among the most vaccinated in the country?\n\nhttps://t.co/haSSMXcKYS'

2022-02-19 14:00:08+00:00,b'TONIGHT: @MARCEBASSY with @johnk and @RaeKhalil!\n\xf0\x9f\x8e\xab Tickets available: https://t.co/TAaCpz3zxR\n\n\xe2\x9a\xa0\xef\xb8\x8f Negative COVID-19\xe2\x80\xa6 https://t.co/ZaVb7lslOo'

2022-02-19 14:00:08+00:00,b'DHEC says beginning March 15 they will no longer report daily COVID-19 case counts. https://t.co/21U483GYE5'

2022-02-19 14:00:07+00:00,"b'RT @RebelNewsOnline: Prime Minister Justin Trudeau is facing criticism online after an unsubstantiated claim that his foundation, the Trude\xe2\x80\xa6'"

2022-02-19 14:00:06+00:00,b'New Hampshire schools no longer can shift to fully remote or hybrid instruction due to COVID-19 outbreaks. #NH https://t.co/MxJ6e0n2we'

2022-02-19 14:00:06+00:00,"b""@YoniFreedhoff My key takeaway from the last 2 years is that we're collectively screwed. \nNo matter what the expert\xe2\x80\xa6 https://t.co/YGzkE99iSg"""

2022-02-19 14:00:05+00:00,b'Science | AAAS https://t.co/QgCuaMSrau'

2022-02-19 14:00:05+00:00,b'RT @abhinav2641: Why so much hate for aspirants/students community  sir \n@AmitShah\n ? \n\nWhy are we ignored for 2 years? \nYou can Abolish Ar\xe2\x80\xa6'

2022-02-19 14:00:04+00:00,"b""RT @K_G_Andersen: The most recent \xf0\x9f\x87\xa9\xf0\x9f\x87\xb0 COVID-19 report from @SSI_dk was released earlier today \xf0\x9f\x91\x87.\n\nLet's take a look at some of the key numbe\xe2\x80\xa6"""

2022-02-19 14:00:04+00:00,"b'RT @ABC: Tennessee family shares memories of their 7-year-old daughter, who died less than 72 hours after testing positive for COVID-19. ht\xe2\x80\xa6'"

2022-02-19 14:00:04+00:00,"b'RT @cancivlib: Today, we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation\xe2\x80\xa6'"

2022-02-19 14:00:03+00:00,"b'Effective Saturday, February 19, proof of COVID-19 vaccination is no longer required for entry into the Museum, in\xe2\x80\xa6 https://t.co/0u5iUkXVMW'"

2022-02-19 14:00:02+00:00,"b'The cruise industry remains deeply committed to preventing the spread of COVID-19 and protecting passengers, crew,\xe2\x80\xa6 https://t.co/4RuOgXQohv'"

2022-02-19 14:00:02+00:00,b'All children aged 5-11 will be offered the COVID-19 vaccine. Unless your child is clinically vulnerable or lives wi\xe2\x80\xa6 https://t.co/JeeJJMCohr'
